interaction_id,user_id,product_id,event_type,device,timestamp,session_id
INT_000185,U0075,2,view,mobile_app,2026-01-07 22:50:56,SESS_98258
INT_008747,U0342,11,view,desktop_browser,2026-01-07 22:52:46,SESS_93727
INT_004804,U0077,18,purchase,mobile_app,2026-01-07 22:54:51,SESS_41289
INT_003155,U0353,5,view,mobile_app,2026-01-07 23:01:36,SESS_97035
INT_005792,U0403,18,view,desktop_browser,2026-01-07 23:10:03,SESS_15316
INT_006190,U0380,7,view,desktop_browser,2026-01-07 23:11:09,SESS_89579
INT_008885,U0223,8,view,desktop_browser,2026-01-07 23:15:40,SESS_43003
INT_004284,U0389,8,add_to_cart,mobile_app,2026-01-07 23:32:24,SESS_43781
INT_004948,U0064,8,view,mobile_app,2026-01-07 23:33:53,SESS_81945
INT_000314,U0268,3,click,mobile_app,2026-01-07 23:38:47,SESS_22172
INT_003522,U0409,10,view,mobile_app,2026-01-07 23:44:39,SESS_81825
INT_008256,U0371,17,view,mobile_app,2026-01-07 23:47:49,SESS_92135
INT_002455,U0143,1,purchase,mobile_app,2026-01-07 23:51:50,SESS_58118
INT_000115,U0160,6,view,desktop_browser,2026-01-07 23:53:52,SESS_79935
INT_009790,U0443,13,view,desktop_browser,2026-01-07 23:55:09,SESS_96173
INT_008411,U0341,6,view,desktop_browser,2026-01-07 23:59:05,SESS_22633
INT_009531,U0154,18,view,mobile_app,2026-01-08 00:01:55,SESS_30475
INT_006052,U0494,16,click,mobile_app,2026-01-08 00:04:59,SESS_57269
INT_001760,U0089,3,view,mobile_app,2026-01-08 00:10:34,SESS_22673
INT_002616,U0065,8,add_to_cart,desktop_browser,2026-01-08 00:10:47,SESS_48905
INT_007493,U0468,4,add_to_cart,mobile_app,2026-01-08 00:11:29,SESS_79646
INT_004221,U0273,18,click,desktop_browser,2026-01-08 00:16:20,SESS_50965
INT_006232,U0282,16,click,desktop_browser,2026-01-08 00:26:44,SESS_30085
INT_009432,U0403,5,click,mobile_app,2026-01-08 00:28:51,SESS_64367
INT_004290,U0095,17,click,desktop_browser,2026-01-08 00:30:21,SESS_22369
INT_003041,U0260,18,view,mobile_app,2026-01-08 00:36:10,SESS_21793
INT_007865,U0320,3,add_to_cart,desktop_browser,2026-01-08 00:41:06,SESS_59439
INT_004207,U0448,9,view,mobile_app,2026-01-08 00:41:54,SESS_15059
INT_007984,U0338,2,click,desktop_browser,2026-01-08 00:45:48,SESS_90989
INT_006906,U0395,9,view,mobile_app,2026-01-08 00:47:35,SESS_12939
INT_007875,U0097,4,view,mobile_app,2026-01-08 00:50:02,SESS_30405
INT_003263,U0031,14,view,mobile_app,2026-01-08 00:51:33,SESS_41729
INT_001169,U0094,14,view,mobile_app,2026-01-08 00:54:42,SESS_15962
INT_006311,U0090,5,view,desktop_browser,2026-01-08 01:03:44,SESS_95490
INT_003236,U0330,16,view,mobile_app,2026-01-08 01:04:15,SESS_17207
INT_000925,U0378,12,view,mobile_app,2026-01-08 01:08:04,SESS_11635
INT_003558,U0282,1,click,desktop_browser,2026-01-08 01:10:28,SESS_53060
INT_004218,U0474,1,click,desktop_browser,2026-01-08 01:10:39,SESS_83767
INT_000534,U0094,19,click,desktop_browser,2026-01-08 01:12:55,SESS_65283
INT_000305,U0089,14,view,mobile_app,2026-01-08 01:14:21,SESS_12151
INT_002365,U0141,13,add_to_cart,mobile_app,2026-01-08 01:15:48,SESS_69289
INT_004628,U0219,12,click,mobile_app,2026-01-08 01:21:52,SESS_54989
INT_008022,U0114,16,view,desktop_browser,2026-01-08 01:22:29,SESS_45582
INT_005575,U0225,15,view,mobile_app,2026-01-08 01:24:30,SESS_87077
INT_008891,U0107,10,view,mobile_app,2026-01-08 01:26:15,SESS_61916
INT_005341,U0220,7,click,desktop_browser,2026-01-08 01:30:10,SESS_90136
INT_009913,U0214,4,view,desktop_browser,2026-01-08 01:31:44,SESS_42914
INT_000120,U0318,14,click,mobile_app,2026-01-08 01:39:15,SESS_78056
INT_008962,U0453,20,view,mobile_app,2026-01-08 01:45:23,SESS_39868
INT_005527,U0063,3,click,mobile_app,2026-01-08 01:49:16,SESS_32467
INT_009551,U0339,17,purchase,desktop_browser,2026-01-08 01:51:22,SESS_45387
INT_006557,U0152,20,purchase,mobile_app,2026-01-08 01:52:49,SESS_44728
INT_004019,U0100,19,view,mobile_app,2026-01-08 02:05:53,SESS_59543
INT_000816,U0093,8,view,desktop_browser,2026-01-08 02:26:24,SESS_23363
INT_008210,U0101,10,click,desktop_browser,2026-01-08 02:26:47,SESS_44259
INT_009670,U0016,14,view,mobile_app,2026-01-08 02:27:29,SESS_36039
INT_006259,U0292,17,view,mobile_app,2026-01-08 02:30:12,SESS_55809
INT_001434,U0381,6,view,desktop_browser,2026-01-08 02:31:17,SESS_80659
INT_005489,U0142,1,view,mobile_app,2026-01-08 02:39:30,SESS_95895
INT_007529,U0095,9,click,desktop_browser,2026-01-08 02:49:21,SESS_14000
INT_008117,U0356,5,view,mobile_app,2026-01-08 02:51:49,SESS_49589
INT_001374,U0208,7,view,mobile_app,2026-01-08 02:51:50,SESS_36454
INT_001008,U0349,16,view,mobile_app,2026-01-08 02:53:01,SESS_26196
INT_000357,U0003,7,view,mobile_app,2026-01-08 02:58:07,SESS_58160
INT_006223,U0325,3,view,desktop_browser,2026-01-08 03:03:09,SESS_27476
INT_005907,U0001,19,click,desktop_browser,2026-01-08 03:05:12,SESS_20008
INT_007710,U0031,1,click,desktop_browser,2026-01-08 03:13:10,SESS_99271
INT_005989,U0474,3,view,mobile_app,2026-01-08 03:19:36,SESS_62319
INT_001712,U0368,14,view,mobile_app,2026-01-08 03:21:51,SESS_30708
INT_007589,U0371,10,click,mobile_app,2026-01-08 03:22:38,SESS_98198
INT_003470,U0076,10,add_to_cart,desktop_browser,2026-01-08 03:25:46,SESS_47445
INT_002530,U0489,17,click,desktop_browser,2026-01-08 03:33:36,SESS_38989
INT_009061,U0137,18,view,desktop_browser,2026-01-08 03:36:18,SESS_48636
INT_006961,U0014,4,view,desktop_browser,2026-01-08 03:37:33,SESS_41506
INT_004651,U0406,10,view,desktop_browser,2026-01-08 03:39:18,SESS_22231
INT_005410,U0311,19,view,mobile_app,2026-01-08 03:42:46,SESS_30344
INT_000850,U0474,15,view,desktop_browser,2026-01-08 03:50:27,SESS_14195
INT_004640,U0342,11,view,desktop_browser,2026-01-08 03:53:51,SESS_25167
INT_001232,U0326,11,click,desktop_browser,2026-01-08 03:54:26,SESS_54242
INT_004729,U0088,17,view,mobile_app,2026-01-08 03:56:33,SESS_67829
INT_008467,U0186,15,click,mobile_app,2026-01-08 03:56:33,SESS_32113
INT_006800,U0351,5,view,desktop_browser,2026-01-08 04:00:35,SESS_63508
INT_004072,U0360,5,click,desktop_browser,2026-01-08 04:03:43,SESS_58479
INT_005336,U0486,18,view,desktop_browser,2026-01-08 04:19:08,SESS_13837
INT_000946,U0147,16,view,desktop_browser,2026-01-08 04:21:40,SESS_10936
INT_003117,U0447,13,view,desktop_browser,2026-01-08 04:26:13,SESS_37587
INT_007680,U0236,15,view,desktop_browser,2026-01-08 04:27:20,SESS_84660
INT_001478,U0202,9,view,mobile_app,2026-01-08 04:29:50,SESS_14925
INT_005992,U0412,1,view,desktop_browser,2026-01-08 04:39:41,SESS_96425
INT_009416,U0367,4,click,mobile_app,2026-01-08 04:47:33,SESS_86975
INT_007382,U0309,1,add_to_cart,mobile_app,2026-01-08 04:52:50,SESS_10475
INT_000877,U0363,6,click,mobile_app,2026-01-08 04:57:03,SESS_45053
INT_004108,U0462,9,click,mobile_app,2026-01-08 04:57:31,SESS_58967
INT_001664,U0470,13,view,desktop_browser,2026-01-08 05:01:19,SESS_22069
INT_004222,U0098,20,view,desktop_browser,2026-01-08 05:08:21,SESS_34227
INT_009159,U0056,16,view,desktop_browser,2026-01-08 05:11:15,SESS_70374
INT_007973,U0473,6,view,mobile_app,2026-01-08 05:12:05,SESS_82553
INT_009865,U0500,11,view,desktop_browser,2026-01-08 05:16:26,SESS_38208
INT_003161,U0191,18,view,mobile_app,2026-01-08 05:25:17,SESS_42248
INT_008807,U0042,1,purchase,mobile_app,2026-01-08 05:35:14,SESS_38423
INT_004814,U0203,16,view,mobile_app,2026-01-08 05:36:39,SESS_55664
INT_005533,U0044,17,view,desktop_browser,2026-01-08 05:41:27,SESS_15449
INT_002080,U0254,14,view,mobile_app,2026-01-08 05:42:31,SESS_47820
INT_008641,U0090,12,view,desktop_browser,2026-01-08 05:43:20,SESS_30601
INT_007786,U0267,2,add_to_cart,desktop_browser,2026-01-08 05:50:13,SESS_55956
INT_000189,U0167,4,view,desktop_browser,2026-01-08 05:54:24,SESS_24015
INT_008952,U0388,14,click,mobile_app,2026-01-08 06:01:31,SESS_31311
INT_007127,U0421,18,view,desktop_browser,2026-01-08 06:03:01,SESS_26879
INT_004086,U0394,8,view,desktop_browser,2026-01-08 06:10:56,SESS_32252
INT_005970,U0323,2,click,desktop_browser,2026-01-08 06:18:50,SESS_24189
INT_001783,U0399,1,view,desktop_browser,2026-01-08 06:22:47,SESS_17546
INT_005597,U0161,2,view,desktop_browser,2026-01-08 06:25:14,SESS_18560
INT_008008,U0416,10,add_to_cart,desktop_browser,2026-01-08 06:28:25,SESS_57705
INT_005431,U0201,11,click,desktop_browser,2026-01-08 06:35:59,SESS_68836
INT_000646,U0075,20,purchase,mobile_app,2026-01-08 06:37:05,SESS_66612
INT_001988,U0087,10,view,mobile_app,2026-01-08 06:42:49,SESS_21761
INT_001993,U0366,16,view,mobile_app,2026-01-08 06:44:56,SESS_65324
INT_003688,U0436,1,view,desktop_browser,2026-01-08 06:51:44,SESS_31617
INT_005247,U0113,3,view,desktop_browser,2026-01-08 06:55:28,SESS_50628
INT_006601,U0182,9,view,desktop_browser,2026-01-08 06:57:44,SESS_97883
INT_008966,U0279,2,add_to_cart,desktop_browser,2026-01-08 06:58:36,SESS_63476
INT_003029,U0260,15,view,desktop_browser,2026-01-08 07:00:09,SESS_89506
INT_001804,U0353,16,view,desktop_browser,2026-01-08 07:05:51,SESS_29997
INT_001637,U0055,9,click,desktop_browser,2026-01-08 07:12:19,SESS_37177
INT_003780,U0177,19,click,desktop_browser,2026-01-08 07:13:48,SESS_91209
INT_007704,U0258,13,view,desktop_browser,2026-01-08 07:17:29,SESS_39718
INT_006163,U0333,5,add_to_cart,mobile_app,2026-01-08 07:18:15,SESS_73378
INT_005960,U0451,7,click,mobile_app,2026-01-08 07:19:21,SESS_70843
INT_001537,U0368,14,view,desktop_browser,2026-01-08 07:32:59,SESS_85486
INT_004935,U0335,13,view,desktop_browser,2026-01-08 07:36:38,SESS_85280
INT_002495,U0436,7,view,mobile_app,2026-01-08 07:42:14,SESS_58000
INT_005308,U0211,6,view,desktop_browser,2026-01-08 07:46:31,SESS_20645
INT_003593,U0063,2,add_to_cart,desktop_browser,2026-01-08 07:53:55,SESS_85291
INT_002507,U0060,11,add_to_cart,mobile_app,2026-01-08 07:57:14,SESS_30558
INT_009087,U0430,3,click,desktop_browser,2026-01-08 08:01:22,SESS_72366
INT_000276,U0098,18,view,desktop_browser,2026-01-08 08:01:25,SESS_66938
INT_002357,U0294,11,view,mobile_app,2026-01-08 08:09:41,SESS_74665
INT_003914,U0378,10,add_to_cart,desktop_browser,2026-01-08 08:13:49,SESS_88114
INT_005543,U0486,4,view,mobile_app,2026-01-08 08:14:57,SESS_95317
INT_008621,U0060,19,click,mobile_app,2026-01-08 08:16:06,SESS_67655
INT_002115,U0087,14,click,mobile_app,2026-01-08 08:19:17,SESS_41147
INT_008227,U0155,9,view,mobile_app,2026-01-08 08:19:25,SESS_44629
INT_006186,U0177,6,click,desktop_browser,2026-01-08 08:30:04,SESS_41318
INT_008493,U0455,7,view,mobile_app,2026-01-08 08:44:55,SESS_73630
INT_008968,U0039,20,view,mobile_app,2026-01-08 08:45:18,SESS_21738
INT_008597,U0101,1,view,desktop_browser,2026-01-08 08:48:22,SESS_75449
INT_003139,U0243,15,view,mobile_app,2026-01-08 08:49:44,SESS_50538
INT_000848,U0181,8,click,desktop_browser,2026-01-08 08:53:59,SESS_18224
INT_005091,U0259,13,view,desktop_browser,2026-01-08 09:10:13,SESS_95096
INT_000234,U0136,5,view,mobile_app,2026-01-08 09:22:37,SESS_72846
INT_003217,U0497,20,view,mobile_app,2026-01-08 09:22:58,SESS_11616
INT_009823,U0114,6,view,mobile_app,2026-01-08 09:24:30,SESS_94552
INT_001023,U0491,10,view,desktop_browser,2026-01-08 09:27:27,SESS_93336
INT_006097,U0051,6,view,desktop_browser,2026-01-08 09:29:44,SESS_22925
INT_002274,U0047,18,view,mobile_app,2026-01-08 09:43:24,SESS_50908
INT_007713,U0471,9,add_to_cart,mobile_app,2026-01-08 09:50:21,SESS_81540
INT_002376,U0372,20,view,mobile_app,2026-01-08 09:51:34,SESS_41193
INT_002288,U0049,12,view,mobile_app,2026-01-08 09:51:42,SESS_68522
INT_002999,U0317,5,view,mobile_app,2026-01-08 09:52:34,SESS_75849
INT_009994,U0025,15,view,mobile_app,2026-01-08 09:56:01,SESS_95597
INT_005128,U0370,3,click,desktop_browser,2026-01-08 10:00:28,SESS_58586
INT_007976,U0106,3,purchase,mobile_app,2026-01-08 10:10:32,SESS_86485
INT_000944,U0390,16,view,mobile_app,2026-01-08 10:13:44,SESS_88236
INT_003021,U0224,19,view,desktop_browser,2026-01-08 10:19:11,SESS_46912
INT_009337,U0489,16,view,desktop_browser,2026-01-08 10:20:27,SESS_92385
INT_008642,U0483,7,view,desktop_browser,2026-01-08 10:20:51,SESS_85588
INT_006151,U0208,20,click,desktop_browser,2026-01-08 10:21:43,SESS_33734
INT_001026,U0402,12,view,mobile_app,2026-01-08 10:24:45,SESS_17013
INT_006028,U0293,4,click,desktop_browser,2026-01-08 10:30:02,SESS_21166
INT_004050,U0017,18,click,mobile_app,2026-01-08 10:37:38,SESS_54196
INT_005823,U0221,19,view,mobile_app,2026-01-08 10:41:11,SESS_61692
INT_006847,U0022,7,view,desktop_browser,2026-01-08 10:47:46,SESS_42789
INT_000794,U0163,12,view,desktop_browser,2026-01-08 10:47:47,SESS_68061
INT_008813,U0389,9,click,mobile_app,2026-01-08 10:53:53,SESS_86972
INT_009236,U0299,13,view,mobile_app,2026-01-08 10:56:23,SESS_21416
INT_002200,U0436,9,click,desktop_browser,2026-01-08 11:07:29,SESS_34615
INT_001309,U0450,12,view,desktop_browser,2026-01-08 11:10:12,SESS_12568
INT_004903,U0183,4,view,mobile_app,2026-01-08 11:14:40,SESS_87117
INT_004587,U0316,11,click,desktop_browser,2026-01-08 11:17:53,SESS_82713
INT_003681,U0208,13,add_to_cart,mobile_app,2026-01-08 11:19:46,SESS_42312
INT_007590,U0316,12,view,desktop_browser,2026-01-08 11:28:59,SESS_62223
INT_007231,U0324,12,view,mobile_app,2026-01-08 11:32:53,SESS_65243
INT_008910,U0256,11,view,desktop_browser,2026-01-08 11:37:37,SESS_66806
INT_000770,U0153,7,view,mobile_app,2026-01-08 11:38:28,SESS_93265
INT_006771,U0295,20,view,mobile_app,2026-01-08 11:59:58,SESS_81943
INT_009177,U0304,8,view,desktop_browser,2026-01-08 12:02:27,SESS_55828
INT_003913,U0191,12,view,mobile_app,2026-01-08 12:02:44,SESS_35731
INT_002066,U0005,3,view,desktop_browser,2026-01-08 12:02:50,SESS_95807
INT_006887,U0313,17,click,mobile_app,2026-01-08 12:03:13,SESS_64594
INT_006247,U0277,16,view,desktop_browser,2026-01-08 12:03:30,SESS_88278
INT_002340,U0217,6,view,mobile_app,2026-01-08 12:11:12,SESS_25886
INT_001586,U0120,9,view,mobile_app,2026-01-08 12:14:03,SESS_99937
INT_008104,U0078,2,view,desktop_browser,2026-01-08 12:22:07,SESS_92970
INT_001424,U0065,11,click,desktop_browser,2026-01-08 12:24:27,SESS_80441
INT_008383,U0336,8,view,mobile_app,2026-01-08 12:28:34,SESS_12935
INT_006041,U0467,2,view,mobile_app,2026-01-08 12:37:17,SESS_89700
INT_000527,U0164,18,view,desktop_browser,2026-01-08 12:38:07,SESS_78935
INT_000820,U0073,4,click,mobile_app,2026-01-08 12:39:33,SESS_54312
INT_005330,U0423,4,click,mobile_app,2026-01-08 13:01:55,SESS_92909
INT_001582,U0189,1,view,mobile_app,2026-01-08 13:05:35,SESS_18210
INT_007720,U0387,18,view,desktop_browser,2026-01-08 13:07:41,SESS_27003
INT_005379,U0066,18,click,mobile_app,2026-01-08 13:15:41,SESS_87137
INT_007061,U0022,11,view,mobile_app,2026-01-08 13:18:30,SESS_90265
INT_007457,U0007,11,view,mobile_app,2026-01-08 13:19:39,SESS_44714
INT_008704,U0227,10,view,mobile_app,2026-01-08 13:26:43,SESS_11837
INT_005416,U0202,2,view,desktop_browser,2026-01-08 13:52:18,SESS_86077
INT_004317,U0482,17,view,mobile_app,2026-01-08 13:53:50,SESS_27701
INT_001464,U0253,1,view,desktop_browser,2026-01-08 13:54:34,SESS_14825
INT_008087,U0465,19,view,desktop_browser,2026-01-08 13:58:28,SESS_14815
INT_000431,U0234,4,purchase,desktop_browser,2026-01-08 13:58:31,SESS_26459
INT_008184,U0142,9,view,desktop_browser,2026-01-08 13:58:45,SESS_38402
INT_004438,U0380,17,add_to_cart,mobile_app,2026-01-08 14:02:45,SESS_37326
INT_005235,U0085,14,click,desktop_browser,2026-01-08 14:04:53,SESS_82237
INT_007679,U0366,7,add_to_cart,desktop_browser,2026-01-08 14:05:49,SESS_95448
INT_009293,U0320,19,view,desktop_browser,2026-01-08 14:08:01,SESS_97321
INT_000501,U0217,4,view,desktop_browser,2026-01-08 14:11:44,SESS_70134
INT_003589,U0359,17,view,mobile_app,2026-01-08 14:21:31,SESS_29722
INT_008825,U0091,12,view,mobile_app,2026-01-08 14:26:22,SESS_31896
INT_009632,U0373,13,view,mobile_app,2026-01-08 14:42:16,SESS_13456
INT_000874,U0156,11,view,mobile_app,2026-01-08 14:43:33,SESS_46399
INT_002810,U0185,2,view,desktop_browser,2026-01-08 14:47:00,SESS_31727
INT_000239,U0393,3,add_to_cart,desktop_browser,2026-01-08 14:50:38,SESS_52033
INT_000232,U0308,1,view,mobile_app,2026-01-08 14:57:07,SESS_94387
INT_007882,U0438,17,view,mobile_app,2026-01-08 15:04:09,SESS_81784
INT_008518,U0194,11,click,mobile_app,2026-01-08 15:12:55,SESS_23923
INT_001354,U0011,12,click,desktop_browser,2026-01-08 15:16:59,SESS_14466
INT_004054,U0148,14,view,desktop_browser,2026-01-08 15:17:16,SESS_56244
INT_003517,U0426,13,view,mobile_app,2026-01-08 15:18:22,SESS_61872
INT_004415,U0051,20,view,desktop_browser,2026-01-08 15:23:36,SESS_72192
INT_004302,U0325,19,click,desktop_browser,2026-01-08 15:25:23,SESS_44979
INT_006414,U0086,16,view,desktop_browser,2026-01-08 15:27:22,SESS_80765
INT_003204,U0375,12,view,desktop_browser,2026-01-08 15:39:10,SESS_43575
INT_005159,U0009,20,view,mobile_app,2026-01-08 15:46:33,SESS_20192
INT_009392,U0261,2,click,mobile_app,2026-01-08 15:50:53,SESS_63058
INT_004926,U0072,13,click,mobile_app,2026-01-08 15:52:58,SESS_23489
INT_009960,U0327,2,click,mobile_app,2026-01-08 15:53:45,SESS_90231
INT_009522,U0120,8,view,mobile_app,2026-01-08 15:55:18,SESS_24659
INT_002477,U0483,9,add_to_cart,desktop_browser,2026-01-08 15:56:04,SESS_62246
INT_006449,U0354,18,view,mobile_app,2026-01-08 16:07:41,SESS_67303
INT_002885,U0321,12,purchase,mobile_app,2026-01-08 16:08:17,SESS_50694
INT_007763,U0138,15,add_to_cart,mobile_app,2026-01-08 16:17:28,SESS_30175
INT_009769,U0404,10,view,desktop_browser,2026-01-08 16:32:15,SESS_13217
INT_003219,U0496,20,view,desktop_browser,2026-01-08 16:36:22,SESS_28484
INT_006853,U0383,4,click,desktop_browser,2026-01-08 16:37:33,SESS_45004
INT_000269,U0404,20,view,desktop_browser,2026-01-08 16:38:14,SESS_54369
INT_000487,U0028,15,view,desktop_browser,2026-01-08 16:47:28,SESS_78038
INT_001118,U0036,8,add_to_cart,mobile_app,2026-01-08 16:47:54,SESS_92845
INT_006991,U0398,11,view,desktop_browser,2026-01-08 16:51:26,SESS_86139
INT_001779,U0382,9,view,desktop_browser,2026-01-08 16:51:35,SESS_29577
INT_009071,U0133,15,click,desktop_browser,2026-01-08 17:07:51,SESS_38249
INT_002588,U0357,6,click,mobile_app,2026-01-08 17:18:41,SESS_12709
INT_003539,U0109,15,view,mobile_app,2026-01-08 17:25:49,SESS_61206
INT_009043,U0417,7,view,desktop_browser,2026-01-08 17:26:27,SESS_99374
INT_000155,U0417,10,view,desktop_browser,2026-01-08 17:30:04,SESS_47782
INT_008289,U0244,18,add_to_cart,mobile_app,2026-01-08 17:35:29,SESS_29735
INT_004589,U0373,6,view,desktop_browser,2026-01-08 17:36:32,SESS_82000
INT_002765,U0206,8,view,mobile_app,2026-01-08 17:38:18,SESS_47106
INT_000970,U0038,9,view,desktop_browser,2026-01-08 17:53:57,SESS_23415
INT_003547,U0014,9,view,mobile_app,2026-01-08 17:54:50,SESS_98374
INT_001028,U0287,6,purchase,desktop_browser,2026-01-08 17:55:30,SESS_18169
INT_003934,U0466,7,view,desktop_browser,2026-01-08 18:00:13,SESS_95142
INT_002903,U0066,7,add_to_cart,desktop_browser,2026-01-08 18:04:48,SESS_70048
INT_009876,U0076,4,view,desktop_browser,2026-01-08 18:10:18,SESS_94992
INT_008027,U0165,2,view,desktop_browser,2026-01-08 18:12:48,SESS_48138
INT_000834,U0161,10,view,desktop_browser,2026-01-08 18:14:45,SESS_52869
INT_000042,U0239,7,click,desktop_browser,2026-01-08 18:16:59,SESS_98239
INT_001838,U0007,20,view,desktop_browser,2026-01-08 18:21:30,SESS_46636
INT_008959,U0467,16,click,mobile_app,2026-01-08 18:28:45,SESS_20062
INT_002165,U0049,14,view,desktop_browser,2026-01-08 18:30:52,SESS_55088
INT_000723,U0492,3,view,desktop_browser,2026-01-08 18:34:59,SESS_23468
INT_004353,U0200,5,purchase,mobile_app,2026-01-08 18:42:13,SESS_52781
INT_002434,U0020,15,view,mobile_app,2026-01-08 18:50:58,SESS_59602
INT_007636,U0432,8,click,desktop_browser,2026-01-08 18:51:19,SESS_61589
INT_004976,U0035,11,view,mobile_app,2026-01-08 18:53:54,SESS_37268
INT_003491,U0496,8,view,mobile_app,2026-01-08 18:59:58,SESS_13901
INT_004162,U0445,6,add_to_cart,desktop_browser,2026-01-08 19:01:26,SESS_88286
INT_004507,U0496,19,click,mobile_app,2026-01-08 19:04:27,SESS_51104
INT_000884,U0386,19,click,desktop_browser,2026-01-08 19:06:50,SESS_38422
INT_008506,U0405,8,click,mobile_app,2026-01-08 19:17:07,SESS_67337
INT_001452,U0054,12,add_to_cart,desktop_browser,2026-01-08 19:26:31,SESS_92943
INT_005101,U0314,9,add_to_cart,desktop_browser,2026-01-08 19:32:45,SESS_86413
INT_000756,U0088,18,view,mobile_app,2026-01-08 19:37:58,SESS_99640
INT_004014,U0368,14,view,desktop_browser,2026-01-08 19:45:07,SESS_20730
INT_005062,U0191,5,view,mobile_app,2026-01-08 19:45:23,SESS_56623
INT_001896,U0061,20,view,desktop_browser,2026-01-08 19:51:03,SESS_20638
INT_001933,U0212,1,click,mobile_app,2026-01-08 19:54:20,SESS_19492
INT_004973,U0079,15,view,desktop_browser,2026-01-08 19:58:17,SESS_64652
INT_009974,U0019,10,click,mobile_app,2026-01-08 20:01:00,SESS_11578
INT_006763,U0007,14,view,mobile_app,2026-01-08 20:04:27,SESS_76397
INT_003512,U0098,7,view,desktop_browser,2026-01-08 20:07:05,SESS_39085
INT_008505,U0472,1,click,desktop_browser,2026-01-08 20:11:35,SESS_80757
INT_003742,U0397,20,click,mobile_app,2026-01-08 20:25:46,SESS_86606
INT_002816,U0045,2,click,mobile_app,2026-01-08 20:30:12,SESS_51613
INT_008174,U0199,5,view,desktop_browser,2026-01-08 20:31:42,SESS_34114
INT_006489,U0076,3,view,desktop_browser,2026-01-08 20:35:36,SESS_21434
INT_004798,U0345,13,click,desktop_browser,2026-01-08 20:39:04,SESS_13170
INT_005833,U0294,14,view,desktop_browser,2026-01-08 20:45:17,SESS_70820
INT_000401,U0231,19,purchase,desktop_browser,2026-01-08 20:54:13,SESS_18984
INT_002186,U0484,11,add_to_cart,desktop_browser,2026-01-08 21:15:58,SESS_63723
INT_006496,U0399,4,view,mobile_app,2026-01-08 21:22:38,SESS_85822
INT_007687,U0388,15,view,desktop_browser,2026-01-08 21:28:44,SESS_26726
INT_004757,U0251,9,add_to_cart,desktop_browser,2026-01-08 21:34:42,SESS_64482
INT_003381,U0037,17,view,mobile_app,2026-01-08 21:38:38,SESS_87565
INT_003375,U0439,8,view,mobile_app,2026-01-08 21:39:13,SESS_23056
INT_008497,U0077,1,click,mobile_app,2026-01-08 21:43:31,SESS_75068
INT_005319,U0149,14,view,desktop_browser,2026-01-08 21:50:44,SESS_16592
INT_003971,U0290,9,view,desktop_browser,2026-01-08 21:51:59,SESS_71816
INT_005835,U0331,19,view,mobile_app,2026-01-08 21:54:09,SESS_81563
INT_007556,U0462,18,click,desktop_browser,2026-01-08 21:57:03,SESS_58735
INT_007433,U0421,12,click,mobile_app,2026-01-08 21:57:10,SESS_10007
INT_001170,U0309,3,view,desktop_browser,2026-01-08 21:57:30,SESS_92886
INT_008248,U0233,5,click,desktop_browser,2026-01-08 22:09:39,SESS_80133
INT_000016,U0313,16,click,mobile_app,2026-01-08 22:13:48,SESS_26904
INT_004901,U0172,12,click,desktop_browser,2026-01-08 22:13:49,SESS_70444
INT_009014,U0301,5,view,desktop_browser,2026-01-08 22:14:22,SESS_35682
INT_002053,U0364,11,view,mobile_app,2026-01-08 22:14:35,SESS_89482
INT_002266,U0379,8,view,mobile_app,2026-01-08 22:17:23,SESS_85586
INT_006256,U0409,6,click,desktop_browser,2026-01-08 22:22:56,SESS_12471
INT_005503,U0174,6,view,mobile_app,2026-01-08 22:24:27,SESS_13392
INT_009165,U0420,12,view,desktop_browser,2026-01-08 22:24:48,SESS_79908
INT_003834,U0162,10,view,desktop_browser,2026-01-08 22:31:35,SESS_36312
INT_002291,U0088,12,view,mobile_app,2026-01-08 22:38:52,SESS_38869
INT_009712,U0189,6,view,mobile_app,2026-01-08 22:40:25,SESS_76456
INT_001825,U0110,15,click,desktop_browser,2026-01-08 22:43:07,SESS_83577
INT_007856,U0117,12,purchase,mobile_app,2026-01-08 22:43:15,SESS_34418
INT_008201,U0057,17,click,mobile_app,2026-01-08 22:57:59,SESS_49719
INT_008455,U0208,12,view,mobile_app,2026-01-08 23:07:12,SESS_70502
INT_002539,U0181,11,view,mobile_app,2026-01-08 23:07:42,SESS_94372
INT_009649,U0263,1,view,mobile_app,2026-01-08 23:15:21,SESS_95749
INT_003849,U0077,9,view,mobile_app,2026-01-08 23:17:39,SESS_10049
INT_001968,U0470,20,view,desktop_browser,2026-01-08 23:17:53,SESS_75458
INT_000759,U0467,14,view,desktop_browser,2026-01-08 23:22:41,SESS_47040
INT_009319,U0400,14,view,desktop_browser,2026-01-08 23:34:20,SESS_27628
INT_002239,U0150,11,add_to_cart,desktop_browser,2026-01-08 23:37:46,SESS_32837
INT_003129,U0485,14,view,desktop_browser,2026-01-08 23:39:11,SESS_29577
INT_002161,U0310,7,view,desktop_browser,2026-01-08 23:39:46,SESS_31517
INT_004763,U0121,17,click,desktop_browser,2026-01-08 23:41:38,SESS_41137
INT_006235,U0210,4,click,mobile_app,2026-01-08 23:44:42,SESS_20463
INT_005021,U0027,14,view,mobile_app,2026-01-08 23:45:16,SESS_33785
INT_006911,U0255,16,view,mobile_app,2026-01-08 23:48:05,SESS_21297
